FieldWorker1;FieldWorker2;FieldActivity_Name;Name;Region;Place;DATE;LAT;LON;Site_name;MonitoredSite_type;label;Sex;Origin;Species;Status;Tr_Shape;Tr_Model;Tr_Number;NumBagBre;Chip;id14@TCaracThes_Mark_Color_1_Precision;PTT;Frequency;NumBagRel;Fk_TInd_ID;FreqOpti
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;1B1C99;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13372;00071B1C99;NULL;NULL;NULL;NULL;51552;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;1B40D6;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13377;00071B40D6;NULL;NULL;NULL;NULL;51553;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;1FFEFD;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13384;00071FFEFD;NULL;NULL;NULL;NULL;51554;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;08C946;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13385;000708C946;NULL;NULL;NULL;NULL;51555;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;1AD2BB;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13399;00071AD2BB;NULL;NULL;NULL;NULL;51562;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;1A7B33;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13386;00071A7B33;NULL;NULL;NULL;NULL;51556;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;1B1550;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13387;00071B1550;NULL;NULL;NULL;NULL;51557;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;1B2686;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13388;00071B2686;NULL;NULL;NULL;NULL;51558;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;1B3BA1;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13389;00071B3BA1;NULL;NULL;NULL;NULL;51559;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;1AE6D5;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13395;00071AE6D5;NULL;NULL;NULL;NULL;51560;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM087;Maatarka;RHM087;14/03/2012;33,77677;-2,54098;NULL;NULL;13950C;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13396;000713950C;NULL;NULL;NULL;NULL;51561;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;1B2689;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13401;00071B2689;NULL;NULL;NULL;NULL;51563;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;1AD0A7;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13402;00071AD0A7;NULL;NULL;NULL;NULL;51564;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;1B0A75;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13412;00071B0A75;NULL;NULL;NULL;NULL;51565;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;1B6568;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13415;00071B6568;NULL;NULL;NULL;NULL;51566;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;1377F4;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13427;00071377F4;NULL;NULL;NULL;NULL;51573;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;20234A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13430;000720234A;NULL;NULL;NULL;NULL;51574;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;1AD71B;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13416;00071AD71B;NULL;NULL;NULL;NULL;51567;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;1,36E+11;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13417;7,14E+12;NULL;NULL;NULL;NULL;51568;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;1367C9;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13419;00071367C9;NULL;NULL;NULL;NULL;51569;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;1B1BCA;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13420;00071B1BCA;NULL;NULL;NULL;NULL;51570;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;E3A504;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13422;0006E3A504;NULL;NULL;NULL;NULL;51571;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM095;Maatarka;RHM095;14/03/2012;33,82205;-2,59477;NULL;NULL;1AF647;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13424;00071AF647;NULL;NULL;NULL;NULL;51572;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;1B8CD1;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13390;00071B8CD1;NULL;NULL;NULL;NULL;51575;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;1B183B;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13407;00071B183B;NULL;NULL;NULL;NULL;51582;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;1B293F;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13408;00071B293F;NULL;NULL;NULL;NULL;51583;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;1AF744;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13410;00071AF744;NULL;NULL;NULL;NULL;51584;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;08DF0A;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13411;000708DF0A;NULL;NULL;NULL;NULL;51585;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;201A05;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13413;0007201A05;NULL;NULL;NULL;NULL;51586;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;1FE272;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13391;00071FE272;NULL;NULL;NULL;NULL;51576;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;137750;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13397;7137750;NULL;NULL;NULL;NULL;51577;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;13854F;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13398;000713854F;NULL;NULL;NULL;NULL;51578;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;1B3964;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13400;00071B3964;NULL;NULL;NULL;NULL;51579;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;1AD48D;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13403;00071AD48D;NULL;NULL;NULL;NULL;51580;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM096;Maatarka;RHM096;14/03/2012;33,77696;-2,59498;NULL;NULL;1ADD33;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13404;00071ADD33;NULL;NULL;NULL;NULL;51581;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1,36E+52;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13421;7,14E+53;NULL;NULL;NULL;NULL;51587;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1B73F8;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13423;00071B73F8;NULL;NULL;NULL;NULL;51588;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1B1B8C;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13433;00071B1B8C;NULL;NULL;NULL;NULL;51589;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1B63FF;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13434;00071B63FF;NULL;NULL;NULL;NULL;51590;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1AF4D3;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13435;00071AF4D3;NULL;NULL;NULL;NULL;51591;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1AFAFD;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13446;00071AFAFD;NULL;NULL;NULL;NULL;51598;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1AEF92;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13436;00071AEF92;NULL;NULL;NULL;NULL;51592;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1B3A25;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13437;00071B3A25;NULL;NULL;NULL;NULL;51593;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1AD2A9;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13439;00071AD2A9;NULL;NULL;NULL;NULL;51594;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;08D104;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13442;000708D104;NULL;NULL;NULL;NULL;51595;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1B23C5;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13444;00071B23C5;NULL;NULL;NULL;NULL;51596;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120314RHM104;Maatarka;RHM104;14/03/2012;33,77713;-2,64898;NULL;NULL;1FE566;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13445;00071FE566;NULL;NULL;NULL;NULL;51597;NULL
Belfakhir Fahd;NULL;General: Vertebrate contact;8392BF;Tata;Lfoussi;13/03/2012;29,33486;-8,29649;NULL;NULL;x8392;male;release;North African Houbara Bustard;monitored;NULL;NULL;147707;U09M07300;0006DF1599;NULL;NULL;218392;NULL;22500;218393
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;1ADC9C;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12677;00071ADC9C;NULL;NULL;NULL;NULL;51270;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;1B31A6;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12679;00071B31A6;NULL;NULL;NULL;NULL;51271;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;1FC765;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12682;00071FC765;NULL;NULL;NULL;NULL;51272;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;1B0323;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12684;00071B0323;NULL;NULL;NULL;NULL;51273;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;1BAD85;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12685;00071BAD85;NULL;NULL;NULL;NULL;51274;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;136B5B;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12238;0007136B5B;NULL;NULL;NULL;NULL;51264;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;137424;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12579;7137424;NULL;NULL;NULL;NULL;51265;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;66091;female;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M12580;7139189;NULL;66091;NULL;NULL;51266;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;137004;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12584;7137004;NULL;NULL;NULL;NULL;51267;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;1362BC;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12589;00071362BC;NULL;NULL;NULL;NULL;51268;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM039;Maatarka;RHM039;13/03/2012;33,91042;-2,21576;NULL;NULL;2007CD;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12676;00072007CD;NULL;NULL;NULL;NULL;51269;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;1366EC;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12567;00071366EC;NULL;NULL;NULL;NULL;51286;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;28966;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12554;7028966;NULL;NULL;NULL;NULL;51280;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;137EF5;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12557;0007137EF5;NULL;NULL;NULL;NULL;51281;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;E36760;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12558;0006E36760;NULL;NULL;NULL;NULL;51282;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;135D71;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12559;0007135D71;NULL;NULL;NULL;NULL;51283;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;x9022;female;release;North African Houbara Bustard;dead;collar;RI-2D-M;159884;U11M12563;00071393DF;NULL;NULL;219022;NULL;51284;219022
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;65541;male;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M12566;7,14E+86;NULL;65541;NULL;NULL;51285;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;02933A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12537;000702933A;NULL;NULL;NULL;NULL;51275;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;25898;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12543;7025898;NULL;NULL;NULL;NULL;51276;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;136600;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12544;7136600;NULL;NULL;NULL;NULL;51277;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;02D738;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12551;000702D738;NULL;NULL;NULL;NULL;51278;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM040;Maatarka;RHM040;13/03/2012;33,82023;-2,21658;NULL;NULL;025A4B;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12552;0007025A4B;NULL;NULL;NULL;NULL;51279;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;13630B;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12581;000713630B;NULL;NULL;NULL;NULL;51287;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;1376000;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12582;7,14E+07;NULL;NULL;NULL;NULL;51288;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;13925B;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12652;000713925B;NULL;NULL;NULL;NULL;51295;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;135BFC;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12656;0007135BFC;NULL;NULL;NULL;NULL;51296;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;1368DD;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12657;00071368DD;NULL;NULL;NULL;NULL;51297;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;135C28;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12690;0007135C28;NULL;NULL;NULL;NULL;51298;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;E37B54;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12583;0006E37B54;NULL;NULL;NULL;NULL;51289;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;1368DF;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12586;00071368DF;NULL;NULL;NULL;NULL;51290;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;137D65;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12587;0007137D65;NULL;NULL;NULL;NULL;51291;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;E39333;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12590;0006E39333;NULL;NULL;NULL;NULL;51292;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;138A75;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12650;0007138A75;NULL;NULL;NULL;NULL;51293;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM041;Maatarka;RHM041;13/03/2012;33,77514;-2,21699;NULL;NULL;E39FAF;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12651;0006E39FAF;NULL;NULL;NULL;NULL;51294;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;26363;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12530;7026363;NULL;NULL;NULL;NULL;51299;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;1B2E75;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12617;00071B2E75;NULL;NULL;NULL;NULL;51307;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;1AE977;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12619;00071AE977;NULL;NULL;NULL;NULL;51308;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;1B09A1;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12620;00071B09A1;NULL;NULL;NULL;NULL;51309;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;2,01E+47;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12621;7,20E+48;NULL;NULL;NULL;NULL;51310;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;02D262;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12553;000702D262;NULL;NULL;NULL;NULL;51301;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;65539;female;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M12555;0006E36EFE;NULL;65539;NULL;NULL;51302;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;E3A369;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12573;0006E3A369;NULL;NULL;NULL;NULL;51303;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;137F9A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12577;0007137F9A;NULL;NULL;NULL;NULL;51304;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;E3A961;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12612;0006E3A961;NULL;NULL;NULL;NULL;51305;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM042;Maatarka;RHM042;13/03/2012;33,73005;-2,2174;NULL;NULL;1B0D5C;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12616;00071B0D5C;NULL;NULL;NULL;NULL;51306;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;1B143C;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12622;00071B143C;NULL;NULL;NULL;NULL;51311;NULL
